4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,6.700000000000000400e-01,1.500000000000000000e+00,5.330000000000000071e+00,1.200000000000000000e+01,0.000000000000000000e+00,6.700000000000000400e-01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.900000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.050000000000000000e+02,5.201900000000000546e+02,7.000000000000000666e-02,1.389000000000000057e+01,3.743999999999999773e+01,7.227909999999999854e+03,1.700000000000000122e-01,4.015500000000000114e+02,2.900000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.200000000000000000e+01,1.900000000000000000e+01,6.100000000000000000e+01,4.400000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,1.550999999999999979e+01,4.000000000000000222e-01,2.500000000000000000e+00,6.200000000000000178e+00,3.877000000000000313e+01,1.000000000000000021e-02,2.149999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.500000000000000000e+01,2.248100000000000023e+02,1.700000000000000122e-01,5.730000000000000426e+00,3.925000000000000000e+01,1.287549999999999955e+03,7.000000000000000666e-02,7.153000000000000114e+01,1.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,1.100000000000000000e+01,3.400000000000000000e+01,2.100000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.500000000000000000e+01,4.500000000000000000e+01,1.700000000000000122e-01,6.000000000000000000e+00,7.500000000000000000e+00,2.700000000000000000e+02,2.000000000000000042e-02,1.500000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+01,4.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,4.318999999999999773e+01,2.700000000000000178e-01,3.750000000000000000e+00,1.151999999999999957e+01,1.619399999999999977e+02,1.000000000000000021e-02,9.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,1.160999999999999943e+01,6.700000000000000400e-01,1.500000000000000000e+00,7.740000000000000213e+00,1.741000000000000014e+01,0.000000000000000000e+00,9.699999999999999734e-01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+01,7.814000000000000057e+01,1.700000000000000122e-01,6.000000000000000000e+00,1.301999999999999957e+01,4.688299999999999841e+02,2.999999999999999889e-02,2.605000000000000071e+01,8.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,8.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.440000000000000000e+02,1.400000000000000000e+01,7.000000000000000000e+00,1.100000000000000000e+01,3.220000000000000000e+02,1.960160000000000082e+03,2.999999999999999889e-02,3.400999999999999801e+01,5.763000000000000256e+01,6.666833999999999651e+04,6.500000000000000222e-01,3.703800000000000182e+03,1.060000000000000000e+02,2.900000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01,4.300000000000000000e+01,2.050000000000000000e+02,1.170000000000000000e+02,2.700000000000000000e+01,0.000000000000000000e+00
4.100000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,9.300000000000000000e+01,4.731299999999999955e+02,5.999999999999999778e-02,1.800000000000000000e+01,2.628999999999999915e+01,8.516409999999999854e+03,1.600000000000000033e-01,4.731299999999999955e+02,3.300000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.800000000000000000e+01,1.600000000000000000e+01,6.100000000000000000e+01,3.200000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00
