-5.225999999999999801e+01,2.830000000000000071e+01
4.553000000000000114e+01,1.509300000000000068e+02
4.185000000000000142e+01,1.427800000000000011e+02
2.919000000000000128e+01,1.411500000000000057e+02
-2.166000000000000014e+01,1.698100000000000023e+02
2.308999999999999986e+01,1.205799999999999983e+02
-2.069999999999999929e+01,1.699199999999999875e+02
2.232999999999999829e+01,9.357999999999999829e+01
-1.364000000000000057e+01,1.659600000000000080e+02
-1.630999999999999872e+01,-7.165999999999999659e+01
3.647999999999999687e+01,7.095000000000000284e+01
5.571999999999999886e+01,-1.559499999999999886e+02
5.575000000000000000e+01,-1.558799999999999955e+02
-5.139999999999999680e+00,1.517700000000000102e+02
-4.460000000000000142e+01,3.734000000000000341e+01
-4.420000000000000284e+01,1.679600000000000080e+02
3.622999999999999687e+01,-7.610000000000000320e+00
3.695000000000000284e+01,9.550000000000000000e+01
1.441999999999999993e+01,5.635999999999999943e+01
-6.440000000000000391e+00,1.279599999999999937e+02
5.978999999999999915e+01,-1.493000000000000114e+02
5.720000000000000284e+01,-1.530000000000000000e+02
5.825999999999999801e+01,-1.512500000000000000e+02
5.882999999999999829e+01,-1.492899999999999920e+02
5.642000000000000171e+01,-1.520099999999999909e+02
5.717000000000000171e+01,-1.524499999999999886e+02
6.004999999999999716e+01,-1.483899999999999864e+02
4.000000000000000222e-01,1.221099999999999994e+02
5.645000000000000284e+01,-1.539399999999999977e+02
6.035999999999999943e+01,-1.466100000000000136e+02
6.050999999999999801e+01,-1.466999999999999886e+02
5.978999999999999915e+01,-1.486699999999999875e+02
5.664999999999999858e+01,-1.528199999999999932e+02
3.910000000000000142e+00,9.656000000000000227e+01
6.161999999999999744e+01,-1.473899999999999864e+02
6.010999999999999943e+01,-1.467100000000000080e+02
5.685000000000000142e+01,-1.526899999999999977e+02
5.629999999999999716e+01,-1.544000000000000057e+02
6.025000000000000000e+01,-1.467100000000000080e+02
2.000000000000000042e-02,1.231800000000000068e+02
5.660000000000000142e+01,-1.522100000000000080e+02
6.150999999999999801e+01,-1.471999999999999886e+02
-5.419999999999999929e+00,1.339900000000000091e+02
-5.070000000000000284e+00,1.441999999999999886e+02
4.535000000000000142e+01,1.505000000000000000e+02
-3.879999999999999893e+00,3.506000000000000227e+01
4.039000000000000057e+01,1.390500000000000114e+02
4.054999999999999716e+01,1.392100000000000080e+02
-2.729999999999999982e+00,1.393300000000000125e+02
-5.645000000000000284e+01,-2.769999999999999929e+01
-5.609000000000000341e+01,-2.755000000000000071e+01
-5.617000000000000171e+01,-2.766000000000000014e+01
4.342999999999999972e+01,1.470500000000000114e+02
3.839999999999999858e+01,1.392599999999999909e+02
4.315999999999999659e+01,1.461699999999999875e+02
-1.760000000000000009e+00,1.497500000000000000e+02
-5.000000000000000000e-01,1.226099999999999994e+02
1.169999999999999929e+01,1.445699999999999932e+02
1.830999999999999872e+01,-1.005000000000000000e+02
-5.540000000000000036e+00,1.297899999999999920e+02
-1.556000000000000050e+01,1.676200000000000045e+02
4.709000000000000341e+01,1.537700000000000102e+02
4.696000000000000085e+01,1.538000000000000114e+02
4.709000000000000341e+01,1.537199999999999989e+02
-2.782000000000000028e+01,-7.109999999999999432e+01
1.416999999999999993e+01,9.612000000000000455e+01
-4.113000000000000256e+01,-7.498999999999999488e+01
-5.480000000000000426e+00,1.542500000000000000e+02
-2.637000000000000099e+01,-7.178000000000000114e+01
7.815000000000000568e+01,1.266500000000000057e+02
-4.419999999999999929e+00,1.440800000000000125e+02
-4.895000000000000284e+01,1.644600000000000080e+02
8.900000000000000355e+00,9.303000000000000114e+01
2.996000000000000085e+01,8.045999999999999375e+01
-1.041999999999999993e+01,1.624199999999999875e+02
4.029999999999999716e+01,2.823000000000000043e+01
-3.139999999999999858e+01,-1.108400000000000034e+02
-7.169999999999999929e+00,1.238599999999999994e+02
2.803999999999999915e+01,9.375000000000000000e+01
1.980000000000000071e+01,-5.610999999999999943e+01
-4.560000000000000142e+01,9.618999999999999773e+01
3.109999999999999876e+00,1.280600000000000023e+02
-3.178000000000000114e+01,5.732000000000000028e+01
-5.750000000000000000e+00,1.507400000000000091e+02
-2.046000000000000085e+01,-1.738899999999999864e+02
-6.000000000000000000e+00,1.507500000000000000e+02
-4.339999999999999858e+00,1.221400000000000006e+02
-2.746000000000000085e+01,-6.322999999999999687e+01
4.049000000000000199e+01,1.390500000000000114e+02
-2.044999999999999929e+01,-1.740399999999999920e+02
-1.349000000000000021e+01,1.665399999999999920e+02
2.739999999999999858e+01,8.784000000000000341e+01
4.988000000000000256e+01,7.895999999999999375e+01
-5.646000000000000085e+01,-2.705000000000000071e+01
-2.399999999999999911e+00,1.259800000000000040e+02
-2.640000000000000124e+00,1.260400000000000063e+02
-5.170000000000000284e+01,1.398000000000000114e+02
5.128999999999999915e+01,1.785500000000000114e+02
5.139000000000000057e+01,1.795900000000000034e+02
5.274000000000000199e+01,1.720500000000000114e+02
5.304999999999999716e+01,1.708300000000000125e+02
5.236999999999999744e+01,1.743300000000000125e+02
5.314000000000000057e+01,-1.618499999999999943e+02
5.204999999999999716e+01,1.755999999999999943e+02
5.325999999999999801e+01,-1.617400000000000091e+02
5.134000000000000341e+01,1.734399999999999977e+02
2.862000000000000099e+01,1.424199999999999875e+02
5.272999999999999687e+01,1.719900000000000091e+02
2.970000000000000195e+00,1.259099999999999966e+02
-2.567000000000000171e+01,-7.062999999999999545e+01
-5.429999999999999716e+00,1.519699999999999989e+02
-5.360000000000000320e+00,1.518600000000000136e+02
